// Bardi´s Ai v 1.5 .2
// Only Water maps
// Weights resource production.

Limit ARMDEV1 0
Limit ARMDRAG 0
Limit ARMEMP 1
Limit ARMESTOR 2
Limit ARMFLAK 12
Limit ARMFORT 0
Limit ARMFUS 2
Limit ARMGEO 7
Limit ARMGUARD 3
Limit ARMHLT 3
Limit ARMLLT 0
Limit ARMMAKR 0
Limit ARMMEX 10
Limit ARMMMKR 10
Limit ARMMOHO 0
Limit ARMMSTOR 3
Limit ARMRAD 0
Limit ARMSILO 1
Limit ARMRL 40
Limit ARMSOLAR 0
Limit ARMTARG 0
Limit ARMVULC 1
Limit ARMWIN 10

//CORE
// Limits: Aircraft, K-bots, Vehicles, Buildings

Limit CORARAD 0
Limit CORASP 2
Limit CORBEAC 1
Limit CORBUZZ 1
Limit CORCKFUS 1
Limit CORDEV1 0
Limit CORDOOM 2
Limit CORDRAG 0
Limit CORESTOR 0
Limit CORFDRAG 5
Limit CORFMD 2
Limit CORFLAK 10
Limit CORFORT 0
Limit CORFUS 2
Limit CORGEO 7
Limit CORHLT 5
Limit CORINT 4
Limit CORLLT 0
Limit CORMAKR 0
Limit CORMEX 20
Limit CORMMKR 4
Limit CORMOHO 10
Limit CORMSTOR 0
Limit CORPUN 4
Limit CORRAD 2
Limit CORRL 40
Limit CORSILO 1
Limit CORSOLAR 0
Limit CORTARG 0
Limit CORTOAST 0
Limit CORTRON 2
Limit CORVIPE 1
Limit CORWIN 10

plan easy

// Limits factories and c-units for Easy diff.
Limit ARMAAP 1
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMVP 2

Limit ARMACA 1
Limit ARMACK 1
Limit ARMACV 1
Limit ARMCA 1
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 1
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 1
Limit CORACK 1
Limit CORACV 1
Limit CORCA 1
Limit CORCK 1
Limit CORCV 2
Limit level2 20
Limit level3 4

plan medium

// Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMVP 03
Limit ARMACA 2
Limit ARMACK 2
Limit ARMACV 1
Limit ARMCA 4
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 2
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0 
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 4
Limit CORACK 1
Limit CORACV 1
Limit CORCA 4
Limit CORCK 2
Limit CORCV 2

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 6
Limit ARMAVP 3
Limit ARMAP 1
Limit ARMLAB 2
Limit ARMVP 4

Limit ARMACA 6
Limit ARMACK 2
Limit ARMACV 2
Limit ARMCA 8
Limit ARMCK 3
Limit ARMCV 2

Limit CORAAP 6
Limit CORALAB 3
Limit CORAVP 2
Limit CORAP 1
Limit CORGANT 0
Limit CORLAB 2
Limit CORVP 4

Limit CORACA 6
Limit CORACK 2
Limit CORACV 2
Limit CORCA 8
Limit CORCK 3
Limit CORCV 2

// Nicolás B.
// Nicokzz@usa.net
