// Bardi´s Ai v 2.1 conf
// Weights resource production.

Limit CORMIST 22
Limit CORMLV 2
Limit CORRAID 5
Limit CORREAP 5
Limit CORSEAL 0
Limit CORSENT 5
Limit CORVRAD 0
Limit CORVROC 10

Limit CORARAD 0
Limit CORASP 0
Limit CORBEAC 1
Limit CORBUZZ 1
Limit CORCKFUS 1
Limit CORDEV1 0
Limit CORDOOM 1
Limit CORDRAG 0
Limit CORESTOR 0
Limit CORFDRAG 0
Limit CORFMD 1
Limit CORFLAK 10
Limit CORFORT 0
Limit CORFUS 1
Limit CORGEO 2
Limit CORHLT 5
Limit CORINT 4
Limit CORLLT 0
Limit CORMAKR 0
Limit CORMEX 20
Limit CORMMKR 0
Limit CORMOHO 10
Limit CORMSTOR 0
Limit CORPUN 4
Limit CORRAD 0
Limit CORRL 20
Limit CORSILO 1
Limit CORSOLAR 4
Limit CORTARG 1
Limit CORTOAST 0
Limit CORTRON 2
Limit CORVIPE 1
Limit CORWIN 8

plan easy

// Limits factories and c-units for Easy diff.
Limit ARMAAP 1
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMVP 2

Limit ARMACA 1
Limit ARMACK 1
Limit ARMACV 1
Limit ARMCA 1
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 1
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 1
Limit CORACK 1
Limit CORACV 1
Limit CORCA 1
Limit CORCK 1
Limit CORCV 2
Limit level2 20
Limit level3 7

plan medium

// Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMSY 2
Limit Armvp 3
Limit ARMACA 2
Limit ARMACK 2
Limit ARMACV 1
Limit ARMCA 4
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 2
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0 
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 4
Limit CORACK 1
Limit CORACV 1
Limit CORCA 4
Limit CORCK 2
Limit CORCV 2

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 6
Limit ARMALAB 2
Limit ARMAVP 3
Limit ARMAP 1
Limit ARMLAB 2
Limit ARMVP 4

Limit ARMACA 6
Limit ARMACK 2
Limit ARMACV 2
Limit ARMCA 8
Limit ARMCK 3
Limit ARMCV 2

Limit CORAAP 6
Limit CORALAB 3
Limit CORAVP 2
Limit CORAP 1
Limit CORGANT 1
Limit CORLAB 2
Limit CORVP 4

Limit CORACA 6
Limit CORACK 2
Limit CORACV 2
Limit CORCA 8
Limit CORCK 3
Limit CORCV 2

// Nicolás B.
// Nicokzz@usa.net
