// David's Sea Battle ai v11.1
// Weights resource production.
Limit ARMBATS 0
Limit ARMCARRY 4
Limit ARMCRUS 12
Limit ARMMSHIP 0
Limit ARMSCRAM 0
Limit ARMSJAM 0
Limit ARMSUBK 0

Limit ARMSEAP 16
Limit ARMSEHAK 0
Limit ARMSFIG 12

Limit ARMDRAG 0
Limit ARMESTOR 0
Limit ARMGEO 9
Limit ARMGUARD 15
Limit ARMHLT 15
Limit ARMLLT 4
Limit ARMMAKR 0
Limit ARMMEX 30
Limit ARMMSTOR 0
Limit ARMRAD 0
Limit ARMRL 16
Limit ARMSOLAR 10
Limit ARMWIN 0

Limit ARMANNI 0
Limit ARMAMB 0
Limit ARMAMD 0
Limit ARMARAD 0
Limit ARMASP 0
Limit ARMBEAC 0
// Limit ARMBRTHA 2
Limit ARMCKFUS 0
Limit ARMDEV1 0
Limit ARMEMP 0
Limit ARMFLAK 12
Limit ARMFORT 0
Limit ARMFUS 2
Limit ARMGATE 0
Limit ARMMMKR 3
Limit ARMMOHO 0
Limit ARMSILO 0
Limit ARMTARG 0
Limit ARMVULC 0

Limit ARMFDRAG 0
Limit ARMFHLT 5
Limit ARMFMKR 4
Limit ARMFRT 30
Limit ARMSONAR 0
Limit ARMTIDE 30
Limit ARMTL 0
Limit ARMUWES 1
Limit ARMUWMEX 20
Limit ARMUWMS 3

Limit ARMASON 0
Limit ARMATL 2
Limit ARMUWFUS 2

Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMLAB 1
Limit ARMVP 1
Limit ARMCROC 19
Limit ARMAMPH 19
Limit CORSEAL 21
Limit CORAMPH 21

//CORE
// Limits: Aircraft, Hovercraft, K-bots, Ships, Seaplanes, Vehicles, Buildings, Naval Buildings

Limit CORFINK 0
Limit CORSHAD 0
Limit CORVALK 0
Limit CORVENG 16

Limit CORAPE 20
Limit CORAWAC 0
Limit CORBVALK 0
Limit CORHURC 0
Limit CORTITAN 0
Limit CORVAMP 36

Limit CORAH 14
Limit CORMH 8
Limit CORSH 0
Limit CORSNAP 6
Limit CORTHOVR 0

Limit CORPT 18
Limit CORROY 7
Limit CORSS 0
Limit CORSUB 5
Limit CORTSHIP 0

Limit CORARCH 5
Limit CORBATS 8
Limit CORCARRY 4
Limit CORCRUS 8
Limit CORMSHIP 3
Limit CORSHARK 0
Limit CORSJAM 0
Limit CORSSUB 3
Limit CORSUBK 0

Limit CORHUNT 0
Limit CORSEAP 16
Limit CORSFIG 12

Limit CORBUILD 0
Limit CORDRAG 0
Limit CORESTOR 0
Limit CORFDRAG 0
Limit CORGEO 9
Limit CORHLT 14
Limit CORLLT 3
Limit CORMAKR 0
Limit CORMEX 30
Limit CORMSTOR 0
Limit CORPLAS 0
Limit CORPUN 15
Limit CORRAD 0
Limit CORRL 10
Limit CORSOLAR 10
Limit CORVIPE 0
Limit CORWIN 0

Limit CORARAD 0
Limit CORASP 0
Limit CORBEAC 0
Limit CORBUZZ 1
Limit CORCKFUS 0
Limit CORDEV1 0
Limit CORDOOM 0
Limit CORFMD 0
Limit CORFLAK 10
Limit CORFORT 0
Limit CORFUS 0
Limit CORGATE 0
// Limit CORINT 3
Limit CORMMKR 4
Limit CORMOHO 3
Limit CORSILO 0
Limit CORTARG 0
Limit CORTOAST 2
Limit CORTRON 0

Limit CORFHLT 6
Limit CORFMKR 4
Limit CORFRT 24
Limit CORSONAR 0
Limit CORTIDE 30
Limit CORTL 0
Limit CORUWES 1
Limit CORUWMEX 20
Limit CORUWMS 0

Limit CORASON 0
Limit CORATL 2
Limit CORUWFUS 2

Limit CORALAB 1
Limit CORAVP 1
Limit CORLAB 1
Limit CORVP 1
limit CORGATOR 0
limit corcv 2
limit armcv 2
limit armacv 2
limit coracv 2
limit armack 2
limit corack 2


// zeroing weights
Weight ARM 0.1
Weight CORE 0.1

plan easy

// Limits factories and c-units for Easy diff.
Limit ARMAAP 0
Limit ARMASY 1
Limit ARMAP 0
Limit ARMHP 0
Limit ARMPLAT 0
Limit ARMSY 1

Limit ARMACA 0
Limit ARMACSUB 1
Limit ARMCA 0
Limit ARMCH 0
Limit ARMCS 1
Limit ARMCSA 0

Limit ARMBRTHA 0
Limit NUKEA 0

Limit CORAAP 0
Limit CORASY 1
Limit CORAP 0
Limit CORHP 0
Limit CORPLAT 0
Limit CORSY 1

Limit CORACA 0
Limit CORACSUB 1
Limit CORCA 0
Limit CORCH 0
Limit CORCS 1
Limit CORCSA 0

Limit CORINT 0
Limit NUKEC 0

Limit level2 20
Limit level3 4

plan medium

// Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMASY 2
Limit ARMAP 1
Limit ARMHP 1
Limit ARMPLAT 2
Limit ARMSY 2

Limit ARMACA 2
Limit ARMACSUB 2
Limit ARMCA 4
Limit ARMCH 2
Limit ARMCS 2
Limit ARMCSA 4

Limit ARMBRTHA 2
Limit NUKEA 1

Limit CORAAP 2
Limit CORASY 2
Limit CORAP 1
Limit CORHP 1
Limit CORPLAT 2
Limit CORSY 2

Limit CORACA 2
Limit CORACSUB 2
Limit CORCA 3
Limit CORCH 2
Limit CORCS 2
Limit CORCSA 4

Limit CORINT 2
Limit NUKEC 1

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 5
Limit ARMASY 3
Limit ARMAP 1
Limit ARMHP 1
Limit ARMPLAT 2
Limit ARMSY 2

Limit ARMACA 3
Limit ARMACSUB 2
Limit ARMCA 8
Limit ARMCH 3
Limit ARMCS 2
Limit ARMCSA 8

Limit ARMBRTHA 2
Limit NUKEA 3

Limit CORAAP 4
Limit CORASY 3
Limit CORAP 1
Limit CORHP 1
Limit CORPLAT 2
Limit CORSY 3

Limit CORACA 3
Limit CORACSUB 2
Limit CORCA 7
Limit CORCH 3
Limit CORCS 2
Limit CORCSA 7

Limit CORINT 3
Limit NUKEC 2
