// Bardi´s Ai v 1.6i2
// Made for the map "Insurrección v2"
// Weights resource production.
Limit level3 6

plan medium

// Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMVP 03
Limit ARMACA 2
Limit ARMACK 2
Limit ARMACV 1
Limit ARMCA 4
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 2
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0 
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 4
Limit CORACK 1
Limit CORACV 1
Limit CORCA 4
Limit CORCK 2
Limit CORCV 2

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 6
Limit ARMALAB 2
Limit ARMAVP 3
Limit ARMAP 1
Limit ARMLAB 2
Limit ARMVP 4

Limit ARMACA 6
Limit ARMACK 2
Limit ARMACV 2
Limit ARMCA 8
Limit ARMCK 3
Limit ARMCV 2

Limit CORAAP 6
Limit CORALAB 3
Limit CORAVP 2
Limit CORAP 1
Limit CORGANT 0
Limit CORLAB 2
Limit CORVP 4

Limit CORACA 6
Limit CORACK 2
Limit CORACV 2
Limit CORCA 8
Limit CORCK 3
Limit CORCV 2

// Nicolás B.
// Nicokzz@usa.net
