// David's Land Sea Battle ai v9.0 
// Weights resource production.
Limit CORTHUD 0
Limit CORVOYR 0
Limit CORARCH 8
Limit CORBATS 8
Limit CORCARRY 8
Limit CORCRUS 8
Limit CORMSHIP 3
Limit CORPT 20
Limit CORROY 12
Limit CORSHARK 0
Limit CORSJAM 0
Limit CORSS 0
Limit CORSSUB 4
Limit CORSUB 8
Limit CORSUBK 0
Limit CORTSHIP 0
Limit CORHUNT 0
Limit CORSEAP 12
Limit CORSFIG 16
Limit CORETER 0
Limit CORFAV 0
Limit CORFING 0
Limit CORGATOR 0
Limit CORGOL 0
Limit CORLEVLR 0
Limit CORMART 0
Limit CORMIST 0
Limit CORMLV 0
Limit CORRAID 0
Limit CORREAP 0
Limit CORSEAL 0
Limit CORSENT 0
Limit CORTRUCK 0
Limit CORVRAD 0
Limit CORVROC 0
Limit CORARAD 0
Limit CORASP 0
Limit CORBEAC 0
Limit CORBUILD 0
Limit CORBUZZ 1
Limit CORCKFUS 0
Limit CORDEV1 0
Limit CORDOOM 0
Limit CORDRAG 0
Limit CORESTOR 0
Limit CORFDRAG 0
Limit CORFMD 0
Limit CORFLAK 10
Limit CORFORT 0
Limit CORFUS 2
Limit CORGATE 0
Limit CORGEO 7
Limit CORHLT 0
Limit CORINT 4
Limit CORLLT 0
Limit CORMAKR 0
Limit CORMEX 30
Limit CORMMKR 4
Limit CORMOHO 0
Limit CORMSTOR 0
Limit CORPUN 4
Limit CORRAD 0
Limit CORRL 10
Limit CORSILO 0
Limit CORSOLAR 10
Limit CORTARG 0
Limit CORTOAST 0
Limit CORTRON 0
Limit CORVIPE 0
Limit CORWIN 0
Limit CORASON 0
Limit CORATL 0
Limit CORFHLT 0
Limit CORFMKR 10
Limit CORFRT 20
Limit CORSONAR 0
Limit CORTIDE 30
Limit CORTL 0
Limit CORUWES 1
Limit CORUWFUS 1
Limit CORUWMEX 0
Limit CORUWMS 0

plan easy

// Limits factories and c-units for Easy diff.
Limit ARMAAP 1
Limit ARMALAB 0
Limit ARMASY 1
Limit ARMAVP 0
Limit ARMAP 1
Limit ARMHP 1
Limit ARMLAB 0
Limit ARMPLAT 1
Limit ARMSY 1
Limit ARMVP 0
Limit ARMACA 1
Limit ARMACK 0
Limit ARMACSUB 1
Limit ARMACV 0
Limit ARMCA 1
Limit ARMCK 0
Limit ARMCH 1
Limit ARMCS 1
Limit ARMCSA 1
Limit ARMCV 0
Limit CORAAP 1
Limit CORALAB 0
Limit CORASY 1
Limit CORAVP 0
Limit CORAP 1
Limit CORGANT 0
Limit CORHP 1
Limit CORLAB 0
Limit CORPLAT 1
Limit CORSY 1
Limit CORVP 0
Limit CORACA 1
Limit CORACK 0
Limit CORACSUB 1
Limit CORACV 0
Limit CORCA 1
Limit CORCK 0
Limit CORCH 1
Limit CORCS 1
Limit CORCSA 1
Limit CORCV 0
Limit level2 20
Limit level3 4

plan medium

//Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMALAB 1
Limit ARMASY 2
Limit ARMAVP 0
Limit ARMAP 1
Limit ARMHP 1
Limit ARMLAB 1
Limit ARMPLAT 2
Limit ARMSY 2
Limit ARMVP 0
Limit ARMACA 2
Limit ARMACK 2
Limit ARMACSUB 1
Limit ARMACV 0
Limit ARMCA 4
Limit ARMCK 1
Limit ARMCH 2
Limit ARMCS 2
Limit ARMCSA 4
Limit ARMCV 0
Limit CORAAP 2
Limit CORALAB 0
Limit CORASY 2
Limit CORAVP 0
Limit CORAP 1
Limit CORGANT 0
Limit CORHP 1
Limit CORLAB 0
Limit CORPLAT 2
Limit CORSY 2
Limit CORVP 0
Limit CORACA 4
Limit CORACK 0
Limit CORACSUB 1
Limit CORACV 0
Limit CORCA 4
Limit CORCK 0
Limit CORCH 2
Limit CORCS 2
Limit CORCSA 4
Limit CORCV 0

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 6
Limit ARMALAB 2
Limit ARMASY 3
Limit ARMAVP 0
Limit ARMAP 1
Limit ARMHP 2
Limit ARMLAB 1
Limit ARMPLAT 3
Limit ARMSY 3
Limit ARMVP 0
Limit ARMACA 6
Limit ARMACK 2
Limit ARMACSUB 2
Limit ARMACV 0
Limit ARMCA 8
Limit ARMCK 2
Limit ARMCH 6
Limit ARMCS 2
Limit ARMCSA 8
Limit ARMCV 0
Limit CORAAP 6
Limit CORALAB 0
Limit CORASY 3
Limit CORAVP 0
Limit CORAP 1
Limit CORGANT 0
Limit CORHP 2
Limit CORLAB 0
Limit CORPLAT 3
Limit CORSY 3
Limit CORVP 0
Limit CORACA 6
Limit CORACK 0
Limit CORACSUB 2
Limit CORACV 0
Limit CORCA 8
Limit CORCK 0
Limit CORCH 6
Limit CORCS 2
Limit CORCSA 8
Limit CORCV 0
