// Bardi´s Ai v 1 Lava Congelada project
// Weights resource production.

Limit ARMMANNI 1
Limit ARMMART 5
Limit ARMMERL 15
Limit ARMMLV 2
Limit ARMSAM 12
Limit ARMSCAB 2
Limit ARMSPID 5
Limit ARMSTUMP 5
Limit ARMYORK 3

Limit ARMAMB 3
Limit ARMAMD 1
Limit ARMANNI 1
Limit ARMARAD 0
Limit ARMASP 2
Limit ARMBEAC 0
Limit ARMBRTHA 3
Limit ARMCKFUS 1
Limit ARMDEV1 0
Limit ARMDRAG 0
Limit ARMEMP 1
Limit ARMESTOR 3
Limit ARMFLAK 12
Limit ARMFORT 0
Limit ARMFUS 3
Limit ARMGEO 2
Limit ARMGUARD 5
Limit ARMHLT 3
Limit ARMLLT 0
Limit ARMMAKR 7
Limit ARMMEX 10
Limit ARMMMKR 3
Limit ARMMOHO 5
Limit ARMMSTOR 3
Limit ARMRAD 0
Limit ARMSILO 1
Limit ARMRL 12
Limit ARMSOLAR 10
Limit ARMTARG 1
Limit ARMVULC 1
Limit ARMWIN 10

//CORE
// Limits: Aircraft, K-bots, Vehicles, Buildings

Limit CORAPE 24
Limit CORAWAC 0
Limit CORVALK 0
Limit CORFINK 10
Limit CORHURC 10
Limit CORSHAD 10
Limit CORVAMP 20
Limit CORVENG 16

Limit CORAMPH 0
Limit CORAK 10
Limit CORCAN 2
Limit CORCRASH 28
Limit CORDECOM 0
Limit CORFAST 6
Limit CORKROG 1
Limit CORHRK  15
Limit CORMORT 5
Limit CORNECRO 2
Limit CORPYRO 2
Limit CORROACH 10
Limit CORSCORP 2
Limit CORSNIPE 1
Limit CORSPEC 0
Limit CORSPY 1
Limit CORSTORM 15
Limit CORSUMO 2
Limit CORTHUD 13
Limit CORVOYR 0

Limit CORETER 10
Limit CORFAV 5
Limit CORFING 0
Limit CORGATOR 10
Limit CORGOL 5
Limit CORLEVLR 5
Limit CORMART 5
Limit CORMIST 22
Limit CORMLV 2
Limit CORRAID 5
Limit CORREAP 5
Limit CORSEAL 0
Limit CORSENT 5
Limit CORVRAD 0
Limit CORVROC 10

Limit CORARAD 0
Limit Corplas 10
Limit CORASP 0
Limit CORBEAC 1
Limit CORBUZZ 1
Limit CORCKFUS 1
Limit CORDEV1 0
Limit CORDOOM 1
Limit CORDRAG 0
Limit CORESTOR 3
Limit CORFDRAG 0
Limit CORFMD 1
Limit CORFLAK 10
Limit CORFORT 0
Limit CORFUS 1
Limit CORGEO 2
Limit CORHLT 5
Limit CORINT 4
Limit CORLLT 0
Limit CORMAKR 0
Limit CORMEX 20
Limit CORMMKR 0
Limit CORMOHO 10
Limit CORMSTOR 2
Limit CORPUN 4
Limit CORRAD 0
Limit CORRL 20
Limit CORSILO 3
Limit CORSOLAR 4
Limit CORTARG 1
Limit CORTOAST 0
Limit CORTRON 2
Limit CORVIPE 1
Limit CORWIN 8
Limit Cortoast 2

// TA - POWER Units (Air, Land, Structure)
Weight BLACKDAWN 1.15
Weight OPPRESSOR 0.95
Weight DEMOLISH 0.35
Weight PACKO 1.55
Weight CORINC 1 
Weight ArmEman 1
Weight Ahermes 2
Weight Krogtaar 0.9
Weight cKraken 1
Weight corporc 2
Weight Dictator 0.3
Limit Dictator 2
Limit corporc 5
Limit cKraken 4
Limit Ahermes 10
Limit Krogtaar 5   
Limit PACKO 10
Limit OPPRESSOR 10
Limit DEMOLISH 5
Limit BLACKDAWN 10
Limit CORINC 7
Limit ArmEman 10

plan easy

// Limits factories and c-units for Easy diff.
Limit ARMAAP 1
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMVP 2

Limit ARMACA 1
Limit ARMACK 1
Limit ARMACV 1
Limit ARMCA 1
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 1
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 0
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 1
Limit CORACK 1
Limit CORACV 1
Limit CORCA 1
Limit CORCK 1
Limit CORCV 2
Limit level2 20
Limit level3 7
Limit Corkrog 4

plan medium

// Limits factories and c-units for Medium diff.
Limit ARMAAP 2
Limit ARMALAB 1
Limit ARMAVP 1
Limit ARMAP 1
Limit ARMLAB 1
Limit ARMSY 2
Limit Armvp 3
Limit ARMACA 2
Limit ARMACK 2
Limit ARMACV 1
Limit ARMCA 4
Limit ARMCK 1
Limit ARMCV 2

Limit CORAAP 2
Limit CORALAB 1
Limit CORAVP 1
Limit CORAP 1
Limit CORGANT 1 
Limit CORLAB 1
Limit CORVP 2

Limit CORACA 4
Limit CORACK 1
Limit CORACV 1
Limit CORCA 4
Limit CORCK 2
Limit CORCV 2
Limit CorKrog 4

plan hard

// Limits factories and c-units for Hard diff.
Limit ARMAAP 6
Limit ARMALAB 2
Limit ARMAVP 3
Limit ARMAP 1
Limit ARMLAB 2
Limit ARMVP 4

Limit ARMACA 6
Limit ARMACK 2
Limit ARMACV 2
Limit ARMCA 8
Limit ARMCK 3
Limit ARMCV 2

Limit CORAAP 6
Limit CORALAB 3
Limit CORAVP 2
Limit CORAP 1
Limit CORGANT 2
Limit CORLAB 2
Limit CORVP 4

Limit CORACA 6
Limit CORACK 2
Limit CORACV 2
Limit CORCA 8
Limit CORCK 3
Limit CORCV 2
Limit Corkrog 5

// Nicolás B.
// Nicokzz@usa.net
